# ----------------------------------------
# JewelMint + subdomains
# Landing Pages
# 20130616-20130723
# ----------------------------------------

Landing Page,Visits,Pages / Visit,Avg. Visit Duration,% New Visits,Bounce Rate
www.jewelmint.com/?aid=1$spons$p3048$c3898$7982&pr_id={pr_id}&transaction_id=102241382291186130616,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid=1$spons$p3048$c3898$7982&pr_id={pr_id}&transaction_id=10224138236796130620,5,2.00,00:00:12,100.00%,0.00%
www.jewelmint.com/?aid=1$spons$p3048$c3898$7982&pr_id={pr_id}&transaction_id=10224138561646130626,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid=1$spons$p3048$c3898$7982&pr_id={pr_id}&transaction_id=10224138702036130625,5,2.00,00:11:47,100.00%,0.00%
www.jewelmint.com/?aid=1$spons$p3048$c3898$7982&pr_id={pr_id}&transaction_id=10224140102216130701,5,16.80,00:05:02,100.00%,0.00%
www.jewelmint.com/?aid=1$spons$p3048$c3898$7982&pr_id={pr_id}&transaction_id=102241401212256130706,5,9.00,00:00:58,100.00%,0.00%
www.jewelmint.com/?aid=1$spons$p3048$c3898$7982&pr_id={pr_id}&transaction_id=102241401222546130621,5,5.00,00:01:10,100.00%,0.00%
www.jewelmint.com/?aid=1$spons$p3048$c3898$7982&pr_id={pr_id}&transaction_id=102241401411556130710,5,15.00,00:04:21,100.00%,0.00%
www.jewelmint.com/?aid=1$spons$p3048$c3898$7982&pr_id={pr_id}&transaction_id=102241401432116130701,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid=1$spons$p3048$c3898$7982&pr_id={pr_id}&transaction_id=1022414019196130706,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid=1$spons$p3048$c3898$7982&pr_id={pr_id}&transaction_id=1022414029176130707,5,2.00,00:14:03,100.00%,0.00%
www.jewelmint.com/?aid=1$spons$p3048$c3898$7982&pr_id={pr_id}&transaction_id=1022414107246130625,5,2.00,00:04:50,100.00%,0.00%
www.jewelmint.com/?aid=1$spons$p3048$c3898$7982&pr_id={pr_id}&transaction_id=1022414107896130629,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid=1$spons$p3048$c3898$7982&pr_id={pr_id}&transaction_id=10224141108996130708,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid=1$spons$p3048$c3898$7982&pr_id={pr_id}&transaction_id=102241411652346130704,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid=1$spons$p3048$c3898$7982&pr_id={pr_id}&transaction_id=1022414117436130721,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid=1$spons$p3048$c3898$7982&pr_id={pr_id}&transaction_id=10224141321126130630,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid=1$spons$p3048$c3898$7982&pr_id={pr_id}&transaction_id=10224141382076130624,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid=1$spons$p3048$c3898$7982&pr_id={pr_id}&transaction_id=1022414140196130715,5,18.80,00:08:04,100.00%,0.00%
www.jewelmint.com/?aid=1$spons$p3048$c3898$7982&pr_id={pr_id}&transaction_id=10224141441056130706,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid=1$spons$p3048$c3898$7982&pr_id={pr_id}&transaction_id=1022414176786130704,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid=1$spons$p3048$c3898$7982&pr_id={pr_id}&transaction_id=1022414181196130721,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid=1$spons$p3048$c3898$7982&pr_id={pr_id}&transaction_id=1022414186876130616,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid=1$spons$p3048$c3898$7982&pr_id={pr_id}&transaction_id=1022414191256130709,5,3.00,00:00:21,100.00%,0.00%
www.jewelmint.com/?aid=1$spons$p3048$c3898$7982&pr_id={pr_id}&transaction_id=10224142144596130709,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid=1$spons$p3048$c3898$7982&pr_id={pr_id}&transaction_id=1022414224896130627,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid=1$spons$p3048$c3898$7982&pr_id={pr_id}&transaction_id=102241423226130706,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid=1$spons$p3048$c3898$7982&pr_id={pr_id}&transaction_id=1022414233716130705,5,8.00,00:02:18,100.00%,0.00%
www.jewelmint.com/?aid=1$spons$p3048$c3898$7982&pr_id={pr_id}&transaction_id=10224142342296130702,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid=1$spons$p3048$c3898$7982&pr_id={pr_id}&transaction_id=10224142361056130623,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid=1$spons$p3048$c3898$7982&pr_id={pr_id}&transaction_id=10224142871256130617,5,2.00,00:00:02,100.00%,0.00%
www.jewelmint.com/?aid=1$spons$p3048$c3898$7982&pr_id={pr_id}&transaction_id=1022414351846130713,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid=1$spons$p3048$c3898$7982&pr_id={pr_id}&transaction_id=10224143531926130620,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid=1$spons$p3048$c3898$7982&pr_id={pr_id}&transaction_id=102241441302186130705,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid=1$spons$p3048$c3898$7982&pr_id={pr_id}&transaction_id=102241441962146130618,5,15.00,00:05:28,100.00%,0.00%
www.jewelmint.com/?aid=1$spons$p3048$c3898$7982&pr_id={pr_id}&transaction_id=102241441991536130619,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid=1$spons$p3048$c3898$7982&pr_id={pr_id}&transaction_id=102241442152496130616,5,10.00,00:04:30,100.00%,0.00%
www.jewelmint.com/?aid=1$spons$p3048$c3898$7982&pr_id={pr_id}&transaction_id=102241442322086130629,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid=1$spons$p3048$c3898$7982&pr_id={pr_id}&transaction_id=10224144235496130704,5,9.00,00:00:42,100.00%,0.00%
www.jewelmint.com/?aid=1$spons$p3048$c3898$7982&pr_id={pr_id}&transaction_id=102241442361576130711,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid=1$spons$p3048$c3898$7982&pr_id={pr_id}&transaction_id=1022414447966130623,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid=1$spons$p3048$c3898$7982&pr_id={pr_id}&transaction_id=1022414471036130707,5,2.00,00:00:06,100.00%,0.00%
www.jewelmint.com/?aid=1$spons$p3048$c3898$7982&pr_id={pr_id}&transaction_id=102241451171496130723,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid=1$spons$p3048$c3898$7982&pr_id={pr_id}&transaction_id=102241451322206130721,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid=1$spons$p3048$c3898$7982&pr_id={pr_id}&transaction_id=102241451482526130712,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid=1$spons$p3048$c3898$7982&pr_id={pr_id}&transaction_id=102241452181086130711,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid=1$spons$p3048$c3898$7982&pr_id={pr_id}&transaction_id=102241452346130717,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid=1$spons$p3048$c3898$7982&pr_id={pr_id}&transaction_id=10224145411756130622,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid=1$spons$p3048$c3898$7982&pr_id={pr_id}&transaction_id=10224145661536130708,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid=1$spons$p3048$c3898$7982&pr_id={pr_id}&transaction_id=10224146151216130702,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid=1$spons$p3048$c3898$7982&pr_id={pr_id}&transaction_id=1022414691246130712,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid=1$spons$p3048$c3898$7982&pr_id={pr_id}&transaction_id=102241471031106130619,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid=1$spons$p3048$c3898$7982&pr_id={pr_id}&transaction_id=102241471451876130718,5,2.00,00:00:18,100.00%,0.00%
www.jewelmint.com/?aid=1$spons$p3048$c3898$7982&pr_id={pr_id}&transaction_id=10224147145336130618,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid=1$spons$p3048$c3898$7982&pr_id={pr_id}&transaction_id=102241472121496130705,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid=1$spons$p3048$c3898$7982&pr_id={pr_id}&transaction_id=102241472121966130702,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid=1$spons$p3048$c3898$7982&pr_id={pr_id}&transaction_id=1022414724166130708,5,14.00,00:05:01,100.00%,0.00%
www.jewelmint.com/?aid=1$spons$p3048$c3898$7982&pr_id={pr_id}&transaction_id=102241472442326130720,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid=1$spons$p3048$c3898$7982&pr_id={pr_id}&transaction_id=1022414726166130715,5,16.00,00:14:12,100.00%,0.00%
www.jewelmint.com/?aid=1$spons$p3048$c3898$7982&pr_id={pr_id}&transaction_id=10224147431376130721,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid=1$spons$p3048$c3898$7982&pr_id={pr_id}&transaction_id=10224147691146130702,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid=1$spons$p3048$c3898$7982&pr_id={pr_id}&transaction_id=10224147802196130629,5,12.00,00:01:46,100.00%,0.00%
www.jewelmint.com/?aid=1$spons$p3048$c3898$7982&pr_id={pr_id}&transaction_id=102241481321796130722,5,2.00,00:00:16,100.00%,0.00%
www.jewelmint.com/?aid=1$spons$p3048$c3898$7982&pr_id={pr_id}&transaction_id=102241481361036130722,5,14.00,00:03:35,100.00%,0.00%
www.jewelmint.com/?aid=1$spons$p3048$c3898$7982&pr_id={pr_id}&transaction_id=10224148170916130716,5,2.00,00:00:05,100.00%,0.00%
www.jewelmint.com/?aid=1$spons$p3048$c3898$7982&pr_id={pr_id}&transaction_id=10224148381456130710,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid=1$spons$p3048$c3898$7982&pr_id={pr_id}&transaction_id=102241484676130701,5,9.00,00:01:28,100.00%,0.00%
www.jewelmint.com/?aid=1$spons$p3048$c3898$7982&pr_id={pr_id}&transaction_id=10224148522126130704,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid=1$spons$p3048$c3898$7982&pr_id={pr_id}&transaction_id=10224148741996130617,5,9.00,00:01:49,100.00%,0.00%
www.jewelmint.com/?aid=1$spons$p3048$c3898$7982&pr_id={pr_id}&transaction_id=1022414891896130709,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid=1$spons$p3048$c3898$7982&pr_id={pr_id}&transaction_id=102241491251996130624,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid=1$spons$p3048$c3898$7982&pr_id={pr_id}&transaction_id=102241491252066130620,5,11.00,00:02:01,100.00%,0.00%
www.jewelmint.com/?aid=1$spons$p3048$c3898$7982&pr_id={pr_id}&transaction_id=10224149126106130717,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid=1$spons$p3048$c3898$7982&pr_id={pr_id}&transaction_id=10224149202476130717,5,12.00,00:09:10,100.00%,0.00%
www.jewelmint.com/?aid=1$spons$p3048$c3898$7982&pr_id={pr_id}&transaction_id=10224149492256130629,5,13.00,00:01:20,100.00%,0.00%
www.jewelmint.com/?aid=1$spons$p3048$c3898$7982&pr_id={pr_id}&transaction_id=102241494936130704,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid=1$spons$p3048$c3898$7982&pr_id={pr_id}&transaction_id=10224149841256130628,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid=1$spons$p3048$c3898$7982&pr_id={pr_id}&transaction_id=10224150151936130705,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid=1$spons$p3048$c3898$7982&pr_id={pr_id}&transaction_id=1022415015326130623,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid=1$spons$p3048$c3898$7982&pr_id={pr_id}&transaction_id=1022415046576130708,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid=1$spons$p3048$c3898$7982&pr_id={pr_id}&transaction_id=1022415062456130702,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid=1$spons$p3048$c3898$7982&pr_id={pr_id}&transaction_id=10224150631506130629,5,14.00,00:03:43,100.00%,0.00%
www.jewelmint.com/?aid=1$spons$p3048$c3898$7982&pr_id={pr_id}&transaction_id=10224150722126130621,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid=1$spons$p3048$c3898$7982&pr_id={pr_id}&transaction_id=1022415097736130702,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid=1$spons$p3048$c3898$7982&pr_id={pr_id}&transaction_id=1022415102776130620,5,3.00,00:00:43,100.00%,0.00%
www.jewelmint.com/?aid=1$spons$p3048$c3898$7982&pr_id={pr_id}&transaction_id=102241511576130703,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid=1$spons$p3048$c3898$7982&pr_id={pr_id}&transaction_id=102241511632386130717,5,16.80,00:08:28,100.00%,0.00%
www.jewelmint.com/?aid=1$spons$p3048$c3898$7982&pr_id={pr_id}&transaction_id=102241511961306130714,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid=1$spons$p3048$c3898$7982&pr_id={pr_id}&transaction_id=10224151196236130705,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid=1$spons$p3048$c3898$7982&pr_id={pr_id}&transaction_id=10224151311246130714,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid=1$spons$p3048$c3898$7982&pr_id={pr_id}&transaction_id=1022415138346130704,5,35.80,00:39:02,100.00%,0.00%
www.jewelmint.com/?aid=1$spons$p3048$c3898$7982&pr_id={pr_id}&transaction_id=10224151611636130708,5,2.00,00:00:06,100.00%,0.00%
www.jewelmint.com/?aid=1$spons$p3048$c3898$7982&pr_id={pr_id}&transaction_id=10224151621806130719,5,2.00,00:00:04,100.00%,0.00%
www.jewelmint.com/?aid=1$spons$p3048$c3898$7982&pr_id={pr_id}&transaction_id=10224151622366130629,5,14.00,00:01:02,100.00%,0.00%
www.jewelmint.com/?aid=1$spons$p3048$c3898$7982&pr_id={pr_id}&transaction_id=10224151651946130629,5,16.80,00:06:12,100.00%,0.00%
www.jewelmint.com/?aid=1$spons$p3048$c3898$7982&pr_id={pr_id}&transaction_id=102241517876130706,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid=1$spons$p3048$c3898$7982&pr_id={pr_id}&transaction_id=1022415189116130714,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid=1$spons$p3048$c3898$7982&pr_id={pr_id}&transaction_id=1022415195586130623,5,3.00,00:00:23,100.00%,0.00%
www.jewelmint.com/?aid=1$spons$p3048$c3898$7982&pr_id={pr_id}&transaction_id=10224152111666130630,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid=1$spons$p3048$c3898$7982&pr_id={pr_id}&transaction_id=102241521641906130702,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid=1$spons$p3048$c3898$7982&pr_id={pr_id}&transaction_id=102241522412166130629,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid=1$spons$p3048$c3898$7982&pr_id={pr_id}&transaction_id=102241531051506130616,5,6.00,00:00:40,100.00%,0.00%
www.jewelmint.com/?aid=1$spons$p3048$c3898$7982&pr_id={pr_id}&transaction_id=10224153196106130712,5,2.00,00:00:13,100.00%,0.00%
www.jewelmint.com/?aid=1$spons$p3048$c3898$7982&pr_id={pr_id}&transaction_id=102241532466130708,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid=1$spons$p3048$c3898$7982&pr_id={pr_id}&transaction_id=10224153381956130616,5,2.00,00:00:02,100.00%,0.00%
www.jewelmint.com/?aid=1$spons$p3048$c3898$7982&pr_id={pr_id}&transaction_id=1022415351516130622,5,2.00,00:00:05,100.00%,0.00%
www.jewelmint.com/?aid=1$spons$p3048$c3898$7982&pr_id={pr_id}&transaction_id=10224154121616130719,5,12.00,00:15:17,100.00%,0.00%
www.jewelmint.com/?aid=1$spons$p3048$c3898$7982&pr_id={pr_id}&transaction_id=102241541331506130714,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid=1$spons$p3048$c3898$7982&pr_id={pr_id}&transaction_id=102241541571316130620,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid=1$spons$p3048$c3898$7982&pr_id={pr_id}&transaction_id=102241541652416130720,5,3.00,00:00:32,100.00%,0.00%
www.jewelmint.com/?aid=1$spons$p3048$c3898$7982&pr_id={pr_id}&transaction_id=1022415421186130705,5,13.00,00:03:23,100.00%,0.00%
www.jewelmint.com/?aid=1$spons$p3048$c3898$7982&pr_id={pr_id}&transaction_id=10224154331636130619,5,3.00,00:00:22,100.00%,0.00%
www.jewelmint.com/?aid=1$spons$p3048$c3898$7982&pr_id={pr_id}&transaction_id=10224154681736130624,5,23.80,00:10:14,100.00%,0.00%
www.jewelmint.com/?aid=1$spons$p3048$c3898$7982&pr_id={pr_id}&transaction_id=1022415483896130719,5,2.00,00:00:05,100.00%,0.00%
www.jewelmint.com/?aid=1$spons$p3048$c3898$7982&pr_id={pr_id}&transaction_id=10224154921526130715,5,2.00,00:00:16,100.00%,0.00%
www.jewelmint.com/?aid=1$spons$p3048$c3898$7982&pr_id={pr_id}&transaction_id=1022415513096130720,5,3.00,00:00:12,100.00%,0.00%
www.jewelmint.com/?aid=1$spons$p3048$c3898$7982&pr_id={pr_id}&transaction_id=10224155137466130628,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid=1$spons$p3048$c3898$7982&pr_id={pr_id}&transaction_id=102241551472126130708,5,15.00,00:03:33,100.00%,0.00%
www.jewelmint.com/?aid=1$spons$p3048$c3898$7982&pr_id={pr_id}&transaction_id=102241551681996130621,5,24.80,00:14:51,100.00%,0.00%
www.jewelmint.com/?aid=1$spons$p3048$c3898$7982&pr_id={pr_id}&transaction_id=102241552112376130616,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid=1$spons$p3048$c3898$7982&pr_id={pr_id}&transaction_id=102241552521636130719,5,12.00,00:02:10,100.00%,0.00%
www.jewelmint.com/?aid=1$spons$p3048$c3898$7982&pr_id={pr_id}&transaction_id=102241554246130620,5,14.00,00:06:09,100.00%,0.00%
www.jewelmint.com/?aid=1$spons$p3048$c3898$7982&pr_id={pr_id}&transaction_id=1022415637356130628,5,9.00,00:01:54,100.00%,0.00%
www.jewelmint.com/?aid=1$spons$p3048$c3898$7982&pr_id={pr_id}&transaction_id=1022415701616130711,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid=1$spons$p3048$c3898$7982&pr_id={pr_id}&transaction_id=1022415812956130705,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid=1$spons$p3048$c3898$7982&pr_id={pr_id}&transaction_id=102241591451416130717,5,2.00,00:00:03,100.00%,0.00%
www.jewelmint.com/?aid=1$spons$p3048$c3898$7982&pr_id={pr_id}&transaction_id=10224159244726130711,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid=1$spons$p3048$c3898$7982&pr_id={pr_id}&transaction_id=102241592481626130721,5,12.00,00:02:12,100.00%,0.00%
www.jewelmint.com/?aid=1$spons$p3048$c3898$7982&pr_id={pr_id}&transaction_id=10224159561876130714,5,1.00,00:00:00,100.00%,100.00%
