# ----------------------------------------
# JewelMint + subdomains
# Landing Pages
# 20130616-20130723
# ----------------------------------------

Landing Page,Visits,Pages / Visit,Avg. Visit Duration,% New Visits,Bounce Rate
www.jewelmint.com/?aid={aid}&pr_id={pr_id}&transaction_id=10298247122186130627,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid={aid}&pr_id={pr_id}&transaction_id=10298247261036130629,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid={aid}&pr_id={pr_id}&transaction_id=10298248196396130627,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid={aid}&pr_id={pr_id}&transaction_id=10298248942096130619&aid=1$soc$p11$c240$781,5,2.00,00:00:33,100.00%,0.00%
www.jewelmint.com/?aid={aid}&pr_id={pr_id}&transaction_id=10298249971226130715&aid=1$soc$p11$c240$781,5,12.00,00:02:37,100.00%,0.00%
www.jewelmint.com/?aid={aid}&pr_id={pr_id}&transaction_id=102982501381476130630,5,15.00,00:10:36,100.00%,0.00%
www.jewelmint.com/?aid={aid}&pr_id={pr_id}&transaction_id=102982512481926130628&aid=1$soc$p11$c240$781,5,9.00,00:00:42,100.00%,0.00%
www.jewelmint.com/?aid={aid}&pr_id={pr_id}&transaction_id=1029825149846130629,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid={aid}&pr_id={pr_id}&transaction_id=1029825182186130629,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid={aid}&pr_id={pr_id}&transaction_id=10298251892016130626,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid={aid}&pr_id={pr_id}&transaction_id=10298252241686130629,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid={aid}&pr_id={pr_id}&transaction_id=10298253110216130618&aid=1$Blog$p1835$c2530$5745,5,16.00,00:03:29,100.00%,0.00%
www.jewelmint.com/?aid={aid}&pr_id={pr_id}&transaction_id=102982542512376130701,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid={aid}&pr_id={pr_id}&transaction_id=10298255102516130629,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid={aid}&pr_id={pr_id}&transaction_id=102982552111576130630,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid={aid}&pr_id={pr_id}&transaction_id=1029826229426130626,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid={aid}&pr_id={pr_id}&transaction_id=1029826236526130629,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid={aid}&pr_id={pr_id}&transaction_id=102982689346130630,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid={aid}&pr_id={pr_id}&transaction_id=1029827235476130701,5,12.00,00:01:22,100.00%,0.00%
www.jewelmint.com/?aid={aid}&pr_id={pr_id}&transaction_id=1029828622356130701,5,26.80,00:29:20,100.00%,0.00%
www.jewelmint.com/?aid={aid}&pr_id={pr_id}&transaction_id=10298301111166130629,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid={aid}&pr_id={pr_id}&transaction_id=10298642241146130624&aid=1$aff$p18$c21$666,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid={aid}&pr_id={pr_id}&transaction_id=10298671902036130630,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid={aid}&pr_id={pr_id}&transaction_id=10298691932026130629,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid={aid}&pr_id={pr_id}&transaction_id=1029871223976130630,5,13.00,00:03:24,100.00%,0.00%
www.jewelmint.com/?aid={aid}&pr_id={pr_id}&transaction_id=102987140636130630,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid={aid}&pr_id={pr_id}&transaction_id=10298741692346130630,5,13.00,00:04:39,100.00%,0.00%
www.jewelmint.com/?aid={aid}&pr_id={pr_id}&transaction_id=10298801281696130629,5,3.00,00:01:33,100.00%,0.00%
www.jewelmint.com/?aid={aid}&pr_id={pr_id}&transaction_id=1029882422356130627,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid={aid}&pr_id={pr_id}&transaction_id=1029883171886130701,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid={aid}&pr_id={pr_id}&transaction_id=10298832301636130627,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid={aid}&pr_id={pr_id}&transaction_id=10298851121176130630,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid={aid}&pr_id={pr_id}&transaction_id=10298871232146130629,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid={aid}&pr_id={pr_id}&transaction_id=1029887292136130701,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid={aid}&pr_id={pr_id}&transaction_id=1029888132996130629,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid={aid}&pr_id={pr_id}&transaction_id=1029888186966130630,5,11.00,00:04:01,100.00%,0.00%
www.jewelmint.com/?aid={aid}&pr_id={pr_id}&transaction_id=102988859566130628,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid={aid}&pr_id={pr_id}&transaction_id=10298892182546130628,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid={aid}&pr_id={pr_id}&transaction_id=10298941942256130628,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid={aid}&pr_id={pr_id}&transaction_id=10298942091776130628,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid={aid}&pr_id={pr_id}&transaction_id=102989428106130707&aid=1$soc$p11$c240$781,5,24.80,00:07:21,100.00%,0.00%
www.jewelmint.com/?aid={aid}&pr_id={pr_id}&transaction_id=1029894671656130721&aid=1$soc$p11$c240$781,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid={aid}&pr_id={pr_id}&transaction_id=1029901062436130630,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid={aid}&pr_id={pr_id}&transaction_id=10299100144606130626,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid={aid}&pr_id={pr_id}&transaction_id=10299100156126130630,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid={aid}&pr_id={pr_id}&transaction_id=10299102341916130719&aid=1$soc$p11$c240$781,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid={aid}&pr_id={pr_id}&transaction_id=10299102456130701,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid={aid}&pr_id={pr_id}&transaction_id=102991031921836130629,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid={aid}&pr_id={pr_id}&transaction_id=102991061572176130626,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid={aid}&pr_id={pr_id}&transaction_id=1029910838826130630,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid={aid}&pr_id={pr_id}&transaction_id=10299109117756130630,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid={aid}&pr_id={pr_id}&transaction_id=1029910912776130707&aid=1$soc$p11$c240$781,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid={aid}&pr_id={pr_id}&transaction_id=102991101341756130629,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid={aid}&pr_id={pr_id}&transaction_id=102991102442346130630,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid={aid}&pr_id={pr_id}&transaction_id=1029911097746130701,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid={aid}&pr_id={pr_id}&transaction_id=10299111922116130703&aid=1$soc$p11$c240$781,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid={aid}&pr_id={pr_id}&transaction_id=10299112176546130630,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid={aid}&pr_id={pr_id}&transaction_id=102991126226130627,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid={aid}&pr_id={pr_id}&transaction_id=10299112882546130629,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid={aid}&pr_id={pr_id}&transaction_id=1029911312266130630,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid={aid}&pr_id={pr_id}&transaction_id=10299116131116130627,5,15.00,00:38:41,100.00%,0.00%
www.jewelmint.com/?aid={aid}&pr_id={pr_id}&transaction_id=102991161911056130627,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid={aid}&pr_id={pr_id}&transaction_id=10299117170666130630,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid={aid}&pr_id={pr_id}&transaction_id=102991172131196130701,5,4.00,00:01:25,100.00%,0.00%
www.jewelmint.com/?aid={aid}&pr_id={pr_id}&transaction_id=102991172421716130701,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid={aid}&pr_id={pr_id}&transaction_id=10299118153336130629,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid={aid}&pr_id={pr_id}&transaction_id=102991192181136130630,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid={aid}&pr_id={pr_id}&transaction_id=1029912098866130622&aid=1$soc$p11$c240$781,5,2.00,00:00:39,100.00%,0.00%
www.jewelmint.com/?aid={aid}&pr_id={pr_id}&transaction_id=10299122112346130630,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid={aid}&pr_id={pr_id}&transaction_id=10299126120586130630,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid={aid}&pr_id={pr_id}&transaction_id=102991279986130701,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid={aid}&pr_id={pr_id}&transaction_id=1029912911836130629,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid={aid}&pr_id={pr_id}&transaction_id=102991301081436130629,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid={aid}&pr_id={pr_id}&transaction_id=1029913191916130629&aid=1$soc$p11$c240$781,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid={aid}&pr_id={pr_id}&transaction_id=1029913238186130628,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid={aid}&pr_id={pr_id}&transaction_id=10299135412156130630,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid={aid}&pr_id={pr_id}&transaction_id=10299140201736130629,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid={aid}&pr_id={pr_id}&transaction_id=10299141205296130630,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid={aid}&pr_id={pr_id}&transaction_id=10299146244176130630,5,7.00,00:11:24,100.00%,0.00%
www.jewelmint.com/?aid={aid}&pr_id={pr_id}&transaction_id=10299146641486130628,5,14.00,00:09:06,100.00%,0.00%
www.jewelmint.com/?aid={aid}&pr_id={pr_id}&transaction_id=10299149137386130626,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid={aid}&pr_id={pr_id}&transaction_id=102991501561936130630,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid={aid}&pr_id={pr_id}&transaction_id=1029915152236130722&aid=1$soc$p11$c240$781,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid={aid}&pr_id={pr_id}&transaction_id=10299152132656130701,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid={aid}&pr_id={pr_id}&transaction_id=1029915802526130701,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid={aid}&pr_id={pr_id}&transaction_id=10299163240326130627,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid={aid}&pr_id={pr_id}&transaction_id=1029916896576130629,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid={aid}&pr_id={pr_id}&transaction_id=102991701022456130701,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid={aid}&pr_id={pr_id}&transaction_id=10299170167856130630,5,15.00,00:03:28,100.00%,0.00%
www.jewelmint.com/?aid={aid}&pr_id={pr_id}&transaction_id=102991702321936130626,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid={aid}&pr_id={pr_id}&transaction_id=102991742211876130627,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid={aid}&pr_id={pr_id}&transaction_id=10299176502286130629,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid={aid}&pr_id={pr_id}&transaction_id=1029917654886130617&aid=1$aff$p18$c21$666,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid={aid}&pr_id={pr_id}&transaction_id=10299180115176130630,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid={aid}&pr_id={pr_id}&transaction_id=102991801726130701,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid={aid}&pr_id={pr_id}&transaction_id=1029918289556130627,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid={aid}&pr_id={pr_id}&transaction_id=102991829696130630,5,5.00,00:01:16,100.00%,0.00%
www.jewelmint.com/?aid={aid}&pr_id={pr_id}&transaction_id=10299184162206130627,5,2.00,00:00:12,100.00%,0.00%
www.jewelmint.com/?aid={aid}&pr_id={pr_id}&transaction_id=10299185781886130620&aid=1$aff$p18$c21$666,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid={aid}&pr_id={pr_id}&transaction_id=10299187224176130628,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid={aid}&pr_id={pr_id}&transaction_id=102991942371946130630,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid={aid}&pr_id={pr_id}&transaction_id=10299195382036130626,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid={aid}&pr_id={pr_id}&transaction_id=102992014196130626,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid={aid}&pr_id={pr_id}&transaction_id=10299205751116130628,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid={aid}&pr_id={pr_id}&transaction_id=1029921151236130628,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid={aid}&pr_id={pr_id}&transaction_id=1029922138616130626,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid={aid}&pr_id={pr_id}&transaction_id=1029923533296130723&aid=1$soc$p11$c240$781,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid={aid}&pr_id={pr_id}&transaction_id=10299239872446130723&aid=1$soc$p11$c240$781,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid={aid}&pr_id={pr_id}&transaction_id=1029924144746130629,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid={aid}&pr_id={pr_id}&transaction_id=1029924242586130628,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid={aid}&pr_id={pr_id}&transaction_id=102992447696130719&aid=1$soc$p11$c240$781&test_rdr=1,5,2.00,00:00:35,100.00%,0.00%
www.jewelmint.com/?aid={aid}&pr_id={pr_id}&transaction_id=10299254112776130616&aid=1$soc$p11$c240$781,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid={aid}&pr_id={pr_id}&transaction_id=102992582286130702&aid=1$aff$p18$c21$666,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid={aid}&pr_id={pr_id}&transaction_id=102992741946130626,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid={aid}&pr_id={pr_id}&transaction_id=1029927732256130629,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid={aid}&pr_id={pr_id}&transaction_id=10299321641936130629,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid={aid}&pr_id={pr_id}&transaction_id=1029932172436130701,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid={aid}&pr_id={pr_id}&transaction_id=1029933861126130627,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid={aid}&pr_id={pr_id}&transaction_id=1029935188526130701,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid={aid}&pr_id={pr_id}&transaction_id=10299361222086130707&aid=1$soc$p11$c240$781,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid={aid}&pr_id={pr_id}&transaction_id=10299362441806130629,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid={aid}&pr_id={pr_id}&transaction_id=10299362546130701,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid={aid}&pr_id={pr_id}&transaction_id=1029942151676130629,5,12.00,00:43:11,100.00%,0.00%
www.jewelmint.com/?aid={aid}&pr_id={pr_id}&transaction_id=10299422481316130627,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid={aid}&pr_id={pr_id}&transaction_id=1029943134146130629,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid={aid}&pr_id={pr_id}&transaction_id=1029943248676130630,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid={aid}&pr_id={pr_id}&transaction_id=10299461081096130624&aid=1$aff$p18$c21$666,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid={aid}&pr_id={pr_id}&transaction_id=10299462162196130630,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid={aid}&pr_id={pr_id}&transaction_id=10299472521136130630,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid={aid}&pr_id={pr_id}&transaction_id=10299482301936130628,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid={aid}&pr_id={pr_id}&transaction_id=10299491986130629,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid={aid}&pr_id={pr_id}&transaction_id=1029950361486130629,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid={aid}&pr_id={pr_id}&transaction_id=1029951188496130715&aid=1$aff$p18$c21$666,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid={aid}&pr_id={pr_id}&transaction_id=10299512281776130627,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid={aid}&pr_id={pr_id}&transaction_id=102995383226130630,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid={aid}&pr_id={pr_id}&transaction_id=1029957201876130630,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid={aid}&pr_id={pr_id}&transaction_id=10299581012206130628,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid={aid}&pr_id={pr_id}&transaction_id=102995846896130628,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid={aid}&pr_id={pr_id}&transaction_id=102996013716130626&aid=1$soc$p11$c240$781,5,18.80,00:05:59,100.00%,0.00%
www.jewelmint.com/?aid={aid}&pr_id={pr_id}&transaction_id=10299602322026130629,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid={aid}&pr_id={pr_id}&transaction_id=1029961301636130701,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid={aid}&pr_id={pr_id}&transaction_id=10299631782286130626,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid={aid}&pr_id={pr_id}&transaction_id=1029964173646130626,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid={aid}&pr_id={pr_id}&transaction_id=10299645596130627,5,20.80,00:05:21,100.00%,0.00%
www.jewelmint.com/?aid={aid}&pr_id={pr_id}&transaction_id=1029965236666130718&aid=1$soc$p11$c240$781,5,14.00,00:04:45,100.00%,0.00%
www.jewelmint.com/?aid={aid}&pr_id={pr_id}&transaction_id=102997022366130701,5,7.00,00:05:33,100.00%,0.00%
www.jewelmint.com/?aid={aid}&pr_id={pr_id}&transaction_id=10299732291706130628,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid={aid}&pr_id={pr_id}&transaction_id=102997419476130629,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid={aid}&pr_id={pr_id}&transaction_id=102997518416130626,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid={aid}&pr_id={pr_id}&transaction_id=102998261776130621&aid=1$aff$p18$c21$666,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid={aid}&pr_id={pr_id}&transaction_id=1029988152666130626,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid={aid}&pr_id={pr_id}&transaction_id=102998932236130630,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid={aid}&pr_id={pr_id}&transaction_id=102999107646130627,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid={aid}&pr_id={pr_id}&transaction_id=1029995691686130630,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid={aid}&pr_id={pr_id}&transaction_id=1029998146326130629,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid={aid}&pr_id={pr_id}&transaction_id=1029998179226130628,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid={aid}&pr_id={pr_id}&transaction_id=1029998236476130625&aid=1$aff$p18$c21$666,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid={aid}&pr_id={pr_id}&transaction_id=102999898426130701,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid={aid}&pr_id={pr_id}&transaction_id=10299991661186130628,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid=1$aff$p116$c4672$8829&pr_id={pr_id}&transaction_id=1021002921826130721,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid=1$aff$p116$c4672$8829&pr_id={pr_id}&transaction_id=10210710321726130625,5,16.00,00:03:05,100.00%,0.00%
www.jewelmint.com/?aid=1$aff$p116$c4672$8829&pr_id={pr_id}&transaction_id=102107199172406130716,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid=1$aff$p116$c4672$8829&pr_id={pr_id}&transaction_id=102107203562356130702,5,3.00,00:00:41,100.00%,0.00%
www.jewelmint.com/?aid=1$aff$p116$c4672$8829&pr_id={pr_id}&transaction_id=10210720521676130715,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid=1$aff$p116$c4672$8829&pr_id={pr_id}&transaction_id=10210720681186130616,5,8.00,00:05:12,100.00%,0.00%
www.jewelmint.com/?aid=1$aff$p116$c4672$8829&pr_id={pr_id}&transaction_id=102107210238856130617,5,4.00,00:09:00,100.00%,0.00%
www.jewelmint.com/?aid=1$aff$p116$c4672$8829&pr_id={pr_id}&transaction_id=102107211561596130701,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid=1$aff$p116$c4672$8829&pr_id={pr_id}&transaction_id=102107216481296130722,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid=1$aff$p116$c4672$8829&pr_id={pr_id}&transaction_id=1021072182441126130705,5,12.00,00:09:39,100.00%,0.00%
www.jewelmint.com/?aid=1$aff$p116$c4672$8829&pr_id={pr_id}&transaction_id=1021072202242476130616,5,2.00,00:00:02,100.00%,0.00%
www.jewelmint.com/?aid=1$aff$p116$c4672$8829&pr_id={pr_id}&transaction_id=102107222601306130708,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid=1$aff$p116$c4672$8829&pr_id={pr_id}&transaction_id=102107282052036130711,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid=1$aff$p116$c4672$8829&pr_id={pr_id}&transaction_id=10210731392236130626,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid=1$aff$p116$c4672$8829&pr_id={pr_id}&transaction_id=10210751542146130711,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid=1$aff$p116$c4672$8829&pr_id={pr_id}&transaction_id=1021081132986130708,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid=1$aff$p116$c4672$8829&pr_id={pr_id}&transaction_id=1021081140356130628,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid=1$aff$p116$c4672$8829&pr_id={pr_id}&transaction_id=1021081321311166130707,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid=1$aff$p116$c4672$8829&pr_id={pr_id}&transaction_id=1021081752451766130709,5,3.00,00:01:33,100.00%,0.00%
www.jewelmint.com/?aid=1$aff$p116$c4672$8829&pr_id={pr_id}&transaction_id=1021081781481456130701,5,23.80,00:22:25,100.00%,0.00%
www.jewelmint.com/?aid=1$aff$p116$c4672$8829&pr_id={pr_id}&transaction_id=102108183931776130719,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid=1$aff$p116$c4672$8829&pr_id={pr_id}&transaction_id=1021081851481126130719,5,14.00,00:05:41,100.00%,0.00%
