# ----------------------------------------
# JewelMint + subdomains
# Landing Pages
# 20130616-20130723
# ----------------------------------------

Landing Page,Visits,Pages / Visit,Avg. Visit Duration,% New Visits,Bounce Rate
www.jewelmint.com/?aid=1$aff$p116$c4672$8838&pr_id={pr_id}&transaction_id=1027111208876130626,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid=1$aff$p116$c4672$8838&pr_id={pr_id}&transaction_id=1027111209796130709,5,2.00,00:00:05,100.00%,0.00%
www.jewelmint.com/?aid=1$aff$p116$c4672$8838&pr_id={pr_id}&transaction_id=10271112291726130618,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid=1$aff$p116$c4672$8838&pr_id={pr_id}&transaction_id=1027111291516130620,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid=1$aff$p116$c4672$8838&pr_id={pr_id}&transaction_id=1027111317286130711,5,9.00,00:01:36,100.00%,0.00%
www.jewelmint.com/?aid=1$aff$p116$c4672$8838&pr_id={pr_id}&transaction_id=1027111852496130618,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid=1$aff$p116$c4672$8838&pr_id={pr_id}&transaction_id=1027111961876130718,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid=1$aff$p116$c4672$8838&pr_id={pr_id}&transaction_id=10271123086130622,5,15.00,00:21:57,100.00%,0.00%
www.jewelmint.com/?aid=1$aff$p116$c4672$8838&pr_id={pr_id}&transaction_id=1027112942536130702,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid=1$aff$p116$c4672$8838&pr_id={pr_id}&transaction_id=102711332021556130701,5,4.00,00:01:44,100.00%,0.00%
www.jewelmint.com/?aid=1$aff$p116$c4672$8838&pr_id={pr_id}&transaction_id=10271141151636130621,5,4.00,00:00:31,100.00%,0.00%
www.jewelmint.com/?aid=1$aff$p116$c4672$8838&pr_id={pr_id}&transaction_id=10271141191346130630,5,10.00,00:01:44,100.00%,0.00%
www.jewelmint.com/?aid=1$aff$p116$c4672$8838&pr_id={pr_id}&transaction_id=10271154209726130708,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid=1$aff$p116$c4672$8838&pr_id={pr_id}&transaction_id=10271162741296130618,5,15.00,00:03:31,100.00%,0.00%
www.jewelmint.com/?aid=1$aff$p116$c4672$8838&pr_id={pr_id}&transaction_id=1027116310026130618,5,3.00,00:00:02,100.00%,0.00%
www.jewelmint.com/?aid=1$aff$p116$c4672$8838&pr_id={pr_id}&transaction_id=10271164179766130708,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid=1$aff$p116$c4672$8838&pr_id={pr_id}&transaction_id=102711659286130621,5,2.00,00:00:11,100.00%,0.00%
www.jewelmint.com/?aid=1$aff$p116$c4672$8838&pr_id={pr_id}&transaction_id=102711682502146130620,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid=1$aff$p116$c4672$8838&pr_id={pr_id}&transaction_id=102711691792096130618,5,2.00,00:00:02,100.00%,0.00%
www.jewelmint.com/?aid=1$aff$p116$c4672$8838&pr_id={pr_id}&transaction_id=102711701631026130705,5,4.00,00:02:55,100.00%,0.00%
www.jewelmint.com/?aid=1$aff$p116$c4672$8838&pr_id={pr_id}&transaction_id=102711711222046130714,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid=1$aff$p116$c4672$8838&pr_id={pr_id}&transaction_id=10271171202296130704,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid=1$aff$p116$c4672$8838&pr_id={pr_id}&transaction_id=10271175782456130624,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid=1$aff$p116$c4672$8838&pr_id={pr_id}&transaction_id=102711782132326130622,5,9.00,00:01:19,100.00%,0.00%
www.jewelmint.com/?aid=1$aff$p116$c4672$8838&pr_id={pr_id}&transaction_id=1027118016676130629,5,2.00,00:00:09,100.00%,0.00%
www.jewelmint.com/?aid=1$aff$p116$c4672$8838&pr_id={pr_id}&transaction_id=102711802371426130713,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid=1$aff$p116$c4672$8838&pr_id={pr_id}&transaction_id=10271181101846130618,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid=1$aff$p116$c4672$8838&pr_id={pr_id}&transaction_id=10271192651566130622,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid=1$aff$p116$c4672$8838&pr_id={pr_id}&transaction_id=10271193131506130709,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid=1$aff$p116$c4672$8838&pr_id={pr_id}&transaction_id=10271193165346130623,5,2.00,00:00:21,100.00%,0.00%
www.jewelmint.com/?aid=1$aff$p116$c4672$8838&pr_id={pr_id}&transaction_id=102711952521176130717,5,2.00,00:00:02,100.00%,0.00%
www.jewelmint.com/?aid=1$aff$p116$c4672$8838&pr_id={pr_id}&transaction_id=10271195642276130716,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid=1$aff$p116$c4672$8838&pr_id={pr_id}&transaction_id=10271195862426130711,5,20.80,00:03:30,100.00%,0.00%
www.jewelmint.com/?aid=1$aff$p116$c4672$8838&pr_id={pr_id}&transaction_id=10271197250916130704,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid=1$aff$p116$c4672$8838&pr_id={pr_id}&transaction_id=102711982261386130707,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid=1$aff$p116$c4672$8838&pr_id={pr_id}&transaction_id=102711986516130718,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid=1$aff$p116$c4672$8838&pr_id={pr_id}&transaction_id=102712002281586130621,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid=1$aff$p116$c4672$8838&pr_id={pr_id}&transaction_id=1027120116766130625,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid=1$aff$p116$c4672$8838&pr_id={pr_id}&transaction_id=10271202802456130618,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid=1$aff$p116$c4672$8838&pr_id={pr_id}&transaction_id=102712031032216130722,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid=1$aff$p116$c4672$8838&pr_id={pr_id}&transaction_id=102712056766130722,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid=1$aff$p116$c4672$8838&pr_id={pr_id}&transaction_id=10271210511136130617,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid=1$aff$p116$c4672$8838&pr_id={pr_id}&transaction_id=10271217351016130621,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid=1$aff$p116$c4672$8838&pr_id={pr_id}&transaction_id=10271219101476130618,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid=1$aff$p116$c4672$8838&pr_id={pr_id}&transaction_id=102712201471296130618,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid=1$aff$p116$c4672$8838&pr_id={pr_id}&transaction_id=102712231282096130616,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid=1$aff$p116$c4672$8838&pr_id={pr_id}&transaction_id=10271223138496130617,5,9.00,00:01:19,100.00%,0.00%
www.jewelmint.com/?aid=1$aff$p116$c4672$8838&pr_id={pr_id}&transaction_id=102712252541046130711,5,2.00,00:00:10,100.00%,0.00%
www.jewelmint.com/?aid=1$aff$p116$c4672$8838&pr_id={pr_id}&transaction_id=1027122542406130706,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid=1$aff$p116$c4672$8838&pr_id={pr_id}&transaction_id=102712272201176130626,5,9.00,00:02:29,100.00%,0.00%
www.jewelmint.com/?aid=1$aff$p116$c4672$8838&pr_id={pr_id}&transaction_id=10271229141666130720,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid=1$aff$p116$c4672$8838&pr_id={pr_id}&transaction_id=102712321121726130617,5,2.00,00:00:01,100.00%,0.00%
www.jewelmint.com/?aid=1$aff$p116$c4672$8838&pr_id={pr_id}&transaction_id=1027123423036130620,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid=1$aff$p116$c4672$8838&pr_id={pr_id}&transaction_id=10271234601666130625,5,2.00,00:00:36,100.00%,0.00%
www.jewelmint.com/?aid=1$aff$p116$c4672$8838&pr_id={pr_id}&transaction_id=10271234992016130704,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid=1$aff$p116$c4672$8838&pr_id={pr_id}&transaction_id=102712358346130629,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid=1$aff$p116$c4672$8838&pr_id={pr_id}&transaction_id=102712361331776130617,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid=1$aff$p116$c4672$8838&pr_id={pr_id}&transaction_id=10271237182606130715,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid=1$aff$p116$c4672$8838&pr_id={pr_id}&transaction_id=1027123718686130711,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid=1$aff$p116$c4672$8838&pr_id={pr_id}&transaction_id=1027123786366130622,5,11.00,00:01:59,100.00%,0.00%
www.jewelmint.com/?aid=1$aff$p116$c4672$8838&pr_id={pr_id}&transaction_id=102712381412296130617,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid=1$aff$p116$c4672$8838&pr_id={pr_id}&transaction_id=10271238252116130627,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid=1$aff$p116$c4672$8838&pr_id={pr_id}&transaction_id=10271239165466130709,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid=1$aff$p116$c4672$8838&pr_id={pr_id}&transaction_id=10271239201396130616,5,16.80,00:06:45,100.00%,0.00%
www.jewelmint.com/?aid=1$aff$p116$c4672$8838&pr_id={pr_id}&transaction_id=10271282352116130713,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid=1$aff$p116$c4672$8838&pr_id={pr_id}&transaction_id=1027130229136130618,5,4.00,00:07:47,100.00%,0.00%
www.jewelmint.com/?aid=1$aff$p116$c4672$8838&pr_id={pr_id}&transaction_id=102713038166130720,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid=1$aff$p116$c4672$8838&pr_id={pr_id}&transaction_id=1027132194846130708,5,2.00,00:00:12,100.00%,0.00%
www.jewelmint.com/?aid=1$aff$p116$c4672$8838&pr_id={pr_id}&transaction_id=1027134671536130701,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid=1$aff$p116$c4672$8838&pr_id={pr_id}&transaction_id=102713641276130624,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid=1$aff$p116$c4672$8838&pr_id={pr_id}&transaction_id=10271371331036130616,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid=1$aff$p116$c4672$8838&pr_id={pr_id}&transaction_id=1027138173936130709,5,9.00,00:01:19,100.00%,0.00%
www.jewelmint.com/?aid=1$aff$p116$c4672$8838&pr_id={pr_id}&transaction_id=1027149167726130723,5,3.00,00:11:35,100.00%,0.00%
www.jewelmint.com/?aid=1$aff$p116$c4672$8838&pr_id={pr_id}&transaction_id=1027150217866130620,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid=1$aff$p116$c4672$8838&pr_id={pr_id}&transaction_id=102715425406130622,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid=1$aff$p116$c4672$8838&pr_id={pr_id}&transaction_id=10271561191536130702,5,2.00,00:00:20,100.00%,0.00%
www.jewelmint.com/?aid=1$aff$p116$c4672$8838&pr_id={pr_id}&transaction_id=1027156155706130720&test_rdr=1,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid=1$aff$p116$c4672$8838&pr_id={pr_id}&transaction_id=10271572666130702,5,13.00,00:06:08,100.00%,0.00%
www.jewelmint.com/?aid=1$aff$p116$c4672$8838&pr_id={pr_id}&transaction_id=102715911626130703,5,9.00,00:01:06,100.00%,0.00%
www.jewelmint.com/?aid=1$aff$p116$c4672$8838&pr_id={pr_id}&transaction_id=1027160137936130719,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid=1$aff$p116$c4672$8838&pr_id={pr_id}&transaction_id=10271602491656130702,5,2.00,00:00:05,100.00%,0.00%
www.jewelmint.com/?aid=1$aff$p116$c4672$8838&pr_id={pr_id}&transaction_id=1027162112206130629,5,2.00,00:00:48,100.00%,0.00%
www.jewelmint.com/?aid=1$aff$p116$c4672$8838&pr_id={pr_id}&transaction_id=10271662271876130616,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid=1$aff$p116$c4672$8838&pr_id={pr_id}&transaction_id=10271681021596130708,5,10.00,00:01:36,100.00%,0.00%
www.jewelmint.com/?aid=1$aff$p116$c4672$8838&pr_id={pr_id}&transaction_id=1027171241316130717,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid=1$aff$p116$c4672$8838&pr_id={pr_id}&transaction_id=1027171931376130628,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid=1$aff$p116$c4672$8838&pr_id={pr_id}&transaction_id=102717249336130619,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid=1$aff$p116$c4672$8838&pr_id={pr_id}&transaction_id=10271761771006130703,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid=1$aff$p116$c4672$8838&pr_id={pr_id}&transaction_id=10271792471836130620,5,4.00,00:01:02,100.00%,0.00%
www.jewelmint.com/?aid=1$aff$p116$c4672$8838&pr_id={pr_id}&transaction_id=10271811451916130619,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid=1$aff$p116$c4672$8838&pr_id={pr_id}&transaction_id=1027181801346130709,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid=1$aff$p116$c4672$8838&pr_id={pr_id}&transaction_id=102718195196130628,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid=1$aff$p116$c4672$8838&pr_id={pr_id}&transaction_id=1027182462536130720,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid=1$aff$p116$c4672$8838&pr_id={pr_id}&transaction_id=10271841612456130710,5,9.00,00:01:15,100.00%,0.00%
www.jewelmint.com/?aid=1$aff$p116$c4672$8838&pr_id={pr_id}&transaction_id=1027187342446130627,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid=1$aff$p116$c4672$8838&pr_id={pr_id}&transaction_id=102719178456130622,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid=1$aff$p116$c4672$8838&pr_id={pr_id}&transaction_id=102719294736130714,5,2.00,00:00:12,100.00%,0.00%
www.jewelmint.com/?aid=1$aff$p116$c4672$8838&pr_id={pr_id}&transaction_id=1027193411746130618,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid=1$aff$p116$c4672$8838&pr_id={pr_id}&transaction_id=1027195611546130616,5,2.00,00:00:02,100.00%,0.00%
www.jewelmint.com/?aid=1$aff$p116$c4672$8838&pr_id={pr_id}&transaction_id=102719651776130627,5,14.00,00:04:46,100.00%,0.00%
www.jewelmint.com/?aid=1$aff$p116$c4672$8838&pr_id={pr_id}&transaction_id=10272104161866130708,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid=1$aff$p116$c4672$8838&pr_id={pr_id}&transaction_id=102721302186130622,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid=1$aff$p116$c4672$8838&pr_id={pr_id}&transaction_id=102721411561456130710,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid=1$aff$p116$c4672$8838&pr_id={pr_id}&transaction_id=10272146392196130618,5,9.00,00:01:08,100.00%,0.00%
www.jewelmint.com/?aid=1$aff$p116$c4672$8838&pr_id={pr_id}&transaction_id=10272152431596130621,5,9.00,00:01:08,100.00%,0.00%
www.jewelmint.com/?aid=1$aff$p116$c4672$8838&pr_id={pr_id}&transaction_id=10272160104676130625,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid=1$aff$p116$c4672$8838&pr_id={pr_id}&transaction_id=102721602171586130624,5,10.00,00:00:43,100.00%,0.00%
www.jewelmint.com/?aid=1$aff$p116$c4672$8838&pr_id={pr_id}&transaction_id=102721611411516130626,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid=1$aff$p116$c4672$8838&pr_id={pr_id}&transaction_id=10272161162266130711,5,10.00,00:02:01,100.00%,0.00%
www.jewelmint.com/?aid=1$aff$p116$c4672$8838&pr_id={pr_id}&transaction_id=10272168432426130619,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid=1$aff$p116$c4672$8838&pr_id={pr_id}&transaction_id=10272172522016130718,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid=1$aff$p116$c4672$8838&pr_id={pr_id}&transaction_id=102721771162266130623,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid=1$aff$p116$c4672$8838&pr_id={pr_id}&transaction_id=102721781741936130625,5,11.00,00:01:33,100.00%,0.00%
www.jewelmint.com/?aid=1$aff$p116$c4672$8838&pr_id={pr_id}&transaction_id=102721782071626130714,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid=1$aff$p116$c4672$8838&pr_id={pr_id}&transaction_id=102721821432156130629,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid=1$aff$p116$c4672$8838&pr_id={pr_id}&transaction_id=1027218214916130616,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid=1$aff$p116$c4672$8838&pr_id={pr_id}&transaction_id=1027218462426130621,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid=1$aff$p116$c4672$8838&pr_id={pr_id}&transaction_id=102721921081306130617,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid=1$aff$p116$c4672$8838&pr_id={pr_id}&transaction_id=10272193401006130618,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid=1$aff$p116$c4672$8838&pr_id={pr_id}&transaction_id=10272194862026130616,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid=1$aff$p116$c4672$8838&pr_id={pr_id}&transaction_id=102722001971206130620,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid=1$aff$p116$c4672$8838&pr_id={pr_id}&transaction_id=10272201151396130624,5,5.00,00:01:05,100.00%,0.00%
www.jewelmint.com/?aid=1$aff$p116$c4672$8838&pr_id={pr_id}&transaction_id=102722012311676130707,5,2.00,00:00:13,100.00%,0.00%
www.jewelmint.com/?aid=1$aff$p116$c4672$8838&pr_id={pr_id}&transaction_id=102722012461836130618,5,16.80,00:11:16,100.00%,0.00%
www.jewelmint.com/?aid=1$aff$p116$c4672$8838&pr_id={pr_id}&transaction_id=102722041561896130616,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid=1$aff$p116$c4672$8838&pr_id={pr_id}&transaction_id=102722041966130618,5,9.00,00:01:11,100.00%,0.00%
www.jewelmint.com/?aid=1$aff$p116$c4672$8838&pr_id={pr_id}&transaction_id=10272204402386130709,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid=1$aff$p116$c4672$8838&pr_id={pr_id}&transaction_id=1027220452476130709,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid=1$aff$p116$c4672$8838&pr_id={pr_id}&transaction_id=102722084866130618,5,11.00,00:03:01,100.00%,0.00%
www.jewelmint.com/?aid=1$aff$p116$c4672$8838&pr_id={pr_id}&transaction_id=1027220934226130711,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid=1$aff$p116$c4672$8838&pr_id={pr_id}&transaction_id=10272213186976130619,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid=1$aff$p116$c4672$8838&pr_id={pr_id}&transaction_id=10272213202086130707,5,11.00,00:01:37,100.00%,0.00%
www.jewelmint.com/?aid=1$aff$p116$c4672$8838&pr_id={pr_id}&transaction_id=10272218522456130624,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid=1$aff$p116$c4672$8838&pr_id={pr_id}&transaction_id=102722201321216130715,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid=1$aff$p116$c4672$8838&pr_id={pr_id}&transaction_id=10272222209546130628,5,8.00,00:00:46,100.00%,0.00%
www.jewelmint.com/?aid=1$aff$p116$c4672$8838&pr_id={pr_id}&transaction_id=1027222228506130619,5,4.00,00:01:05,100.00%,0.00%
www.jewelmint.com/?aid=1$aff$p116$c4672$8838&pr_id={pr_id}&transaction_id=10272223211496130710,5,4.00,00:00:56,100.00%,0.00%
www.jewelmint.com/?aid=1$aff$p116$c4672$8838&pr_id={pr_id}&transaction_id=102722271081096130619,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid=1$aff$p116$c4672$8838&pr_id={pr_id}&transaction_id=10272234157806130624,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid=1$aff$p116$c4672$8838&pr_id={pr_id}&transaction_id=10272241481256130619,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid=1$aff$p116$c4672$8838&pr_id={pr_id}&transaction_id=102722422112276130701,5,10.00,00:13:09,100.00%,0.00%
www.jewelmint.com/?aid=1$aff$p116$c4672$8838&pr_id={pr_id}&transaction_id=10272281551426130719,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid=1$aff$p116$c4672$8838&pr_id={pr_id}&transaction_id=1027228183106130627,5,15.00,00:01:27,100.00%,0.00%
www.jewelmint.com/?aid=1$aff$p116$c4672$8838&pr_id={pr_id}&transaction_id=10272282281756130718,5,2.00,00:00:10,100.00%,0.00%
www.jewelmint.com/?aid=1$aff$p116$c4672$8838&pr_id={pr_id}&transaction_id=10272372441646130625,5,19.80,00:14:43,100.00%,0.00%
www.jewelmint.com/?aid=1$aff$p116$c4672$8838&pr_id={pr_id}&transaction_id=1027239872056130709,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid=1$aff$p116$c4672$8838&pr_id={pr_id}&transaction_id=1027240691496130624,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid=1$aff$p116$c4672$8838&pr_id={pr_id}&transaction_id=10272443596130617,5,15.00,00:04:43,100.00%,0.00%
www.jewelmint.com/?aid=1$aff$p116$c4672$8838&pr_id={pr_id}&transaction_id=102724516966130701,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid=1$aff$p116$c4672$8838&pr_id={pr_id}&transaction_id=1027249164126130715,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid=1$aff$p116$c4672$8838&pr_id={pr_id}&transaction_id=1027249971706130723,5,2.00,00:00:04,100.00%,0.00%
www.jewelmint.com/?aid=1$aff$p116$c4672$8838&pr_id={pr_id}&transaction_id=10272642501886130718,5,2.00,00:00:04,100.00%,0.00%
www.jewelmint.com/?aid=1$aff$p116$c4672$8838&pr_id={pr_id}&transaction_id=1027269118186130622,5,13.00,00:03:36,100.00%,0.00%
www.jewelmint.com/?aid=1$aff$p116$c4672$8838&pr_id={pr_id}&transaction_id=1027270100636130717,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid=1$aff$p116$c4672$8838&pr_id={pr_id}&transaction_id=1027270212726130624,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid=1$aff$p116$c4672$8838&pr_id={pr_id}&transaction_id=102727347826130624,5,16.80,00:09:36,100.00%,0.00%
www.jewelmint.com/?aid=1$aff$p116$c4672$8838&pr_id={pr_id}&transaction_id=10272912221386130625,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/?aid=1$aff$p116$c4672$8838&pr_id={pr_id}&transaction_id=1027293301376130703,5,1.00,00:00:00,100.00%,100.00%
